author,work,year,doc_id,text,DIL,DIL_Sonnet,DIL_gpt_5_2
Lombroso,,,Lombroso_Zefora_Gina_Elena-Profili_e_paesaggi_della_sardegna-1869.txt,"Il bruno maritato allo scarlatto; un bosco di pini con una chiesuola ornata di terra cotta: un castagno indorato dal rosso d’un tramonto alpino! E questo basti per farvi venir la voglia di studiare cogli occhi vostri in Sardegna la bellezza degli acconciamenti femminili; a studiarla come pittore o come poeta; come etnografo o come un semplice curiosus naturæ.

Molti fra i viaggiatori della Sardegna, più maligni indagatori del male che sapienti osservatori, si guardano bene dall’ammirare la larga, la generosa ospitalità dei Sardi; e se voi insistete per avere da essi una pallida lode, vi rispondono sogghignando: Questa non è virtù ma è dovere dei più elementari; è questa una virtù selvaggia e che non prova altro se non lo stato bambino della civiltà di quell’isola. — Io invece che ingenuamente ammiro il bene dovunque lo trovo, io che ho trovato inospiti molti paesi selvaggi, non finisco nè rifinirò mai di ammirare la calda, la franca cortesia di quelli isolani; e se non cito nomi e se non ricordo squisitissime prove dell’ospitalità dei Sardi, è perchè avrei paura, tacendo qualche nome o qualche villaggio, di voler pagare colla penna un debito di riconoscenza che sarebbe poi coll’involontario silenzio un offesa per molti.",yes,no,no
Caracciolo,,,Caracciolo_Enrichetta-Misteri_Del_Chiostro_Napoletano-1864.txt,"La tirai pel braccio, me la strinsi al seno, le diedi un bacio. In quell'amplesso, in quell'effusione di affetti, in quel bacio di concordia, la figlia del popolano e la figlia del signore formarono una sola persona! Mentre un giorno avveniva per le pubbliche vie uno di quelli irragionevoli allarmi, che in tempi di politici sconvolgimenti conturbano troppo di frequente la città di Napoli, io ed altre due monache, curiose di sapere il motivo per cui le porte e le finestre del vicinato si serravano con fracasso, ratte salimmo al campanile, dalla cui sommità si scorgono tutti i quartieri circonvicini.",no,no,no
De Marchi,,,De_Marchi_Emilio-Arabella-1893.txt,"Negli ultimi anni aveva finito col cadere in mano ai preti; ma furba la sua parte, cresciuta com'era in mezzo agli affari, quando capì che i preti e il famoso avvocato Baruffa, tutta roba dei preti anche lui, miravano a tirare troppo l'acqua al loro molino, un bel dì mandò a chiamare il cugino e gli disse: ""Guarda un po', Tognino, io sono vecchia ma non voglio morire minchiona. Non ti pare che l'avvocato abusi della mia fiducia?"" Tognino non stentò a trovare capi d'accusa, si fece autorizzare e a poco per volta tolse di mano al Baruffa tutta l'amministrazione; non solo, ma gli fece capire che sarebbe stato utile alla sua fama e alla sua dignità di non opporsi alla volontà dei parenti: lo mise, insomma, delicatamente alla porta.",no,yes,no
Tenca,,,Tenca_Carlo-La_Ca_Dei_Cani-1840.txt,"Alzati, valent'uomo; se ciò che mi narri, è vero, ti sarà fatta giustizia, e vedrai se Barnabò permette soprusi nella sua corte. Girardolo, soggiunse poi volto al suo familiare, stacca quattro lance e mandale al Carobbio per cercarvi lo Scannapecore. Vogliamo un po' godercela con quel tristo.",no,no,no
De Roberto,,,De_Roberto_Federico-L'Imperio-1929.txt,"Col nuovo giorno la decisione doveva esser presa, irrevocabile. Egli sarebbe andato a uccidersi all'Eremitaggio, dinanzi allo spettacolo visto con lei, nel luogo dove ella gli aveva detto della donna cui unirsi: ""Cercatela"". Quella parola significava: ""L'avete qui, dinanzi a voi"".",no,yes,yes
Deledda_Grazia,Stella_d_oriente,1890.0,Deledda_Grazia-Stella_d_oriente-1890.txt,"Maurizio pregò Stella di raccontargli la sua storia e siccome la piccina, non compresolo bene, cominciò a narrare una fiaba.
– C’era una volta un re il quale… – ne rise tanto e si spiegò. Stella, spalancò gli occhi. Ma che storia?… Ella non si ricordava di suo padre perché morto quando era piccina piccina: sua madre si chiamava Maria… Maria... non rammentavasi bene il cognome! giovine, buona, pallida pallida, cara cara… ..",yes,yes,yes
Deledda_Grazia,Stella_d_oriente,1890.0,Deledda_Grazia-Stella_d_oriente-1890.txt,"Stella?
– Scusino, mi è impossibile: ho da preparare i miei attrezzi…
Donna Anna le mise in mano una moneta, ma Stella arrossì e la respinse mormorando: – Grazie! Non ho bisogno di nulla! – Ma la marchesa, guardandole l’abito lacero insisté:
– Ci porterai del pesce.
– Mi pagherà allora… – rispose. Si faceva tardi davvero.",yes,yes,yes
De Marchi,,,De_Marchi_Emilio-Arabella-1893.txt,"forse le cose sarebbero andate meglio"" ""Non si sa mai la storia delle cose che non sono accadute, ma è certo che io ho sofferto quando ho inteso che ne sposava un altro. Amen, lasciamo stare i poveri nostri morti e datemi notizie della vostra salute."" Il sor Galimberti in memoria del tempo passato aveva conservato della benevolenza verso le due ""beate"", che veniva di tempo in tempo a trovare, sicuro di bere un buon caffè con molto zucchero in fondo alla chicchera.",no,no,no
Baratono,,,Baratono_Pierangelo-Bob_E_Il_Suo_Metodo-1914.txt,"Parecchi lo avevano potuto vedere, mentre, circondato da un nugolo di marmocchi, impartiva loro misteriose lezioni. Che cosa insegnava ai suoi piccoli scolari, quali metodi didattici aveva escogitati? Buio pesto!",yes,yes,yes
Campanile_Achille,Giovinotti_non_esageriamo,1929.0,Campanile_Achille-Giovinotti_non_esageriamo-1929.txt,"Come mai? È presto detto. Il proprietario del caffè era un genialoide. Acquistato il locale in pessime condizioni, l’aveva condotto a una grande floridezza, mercé uno stratagemma: egli spediva ogni giorno, sulla scorta d’un elenco d’indirizzi, un centinaio di lettere anonime, così concepite: “Da molto tempo vi amo in segreto; sono giovane e, a quanto mi si dice, bella; volete concedermi la gioia d’un abboccamento?",yes,yes,no
Tenca,,,Tenca_Carlo-La_Ca_Dei_Cani-1840.txt,"Fin dal principiare di giugno erasi appiccato di nuovo il contagio in Lombardia più fiero e più crudele che nel passato; tanto che quasi due terzi degli abitanti n'erano periti. Al qual numero se si aggiungano i morti nella peste dell'anno antecedente, di leggeri si farà ragione dello squallore e della miseria di questa città. I provvedimenti dati dal duca Bernabò Visconti, anzichè scemare, accrebbero di gran lunga la desolazione di Milano, perocchè nell'anno avanti, appena si ebbe indizio di contagio, fuggissi tostamente nelle sue castella presso Marignano, e nella città comandò che fossero diroccate le case di tutti coloro che eran morti di contagio, senza riguardo per gli ammalati o pei sani che vi potevano essere.",no,yes,no
Saluzzo,,,Saluzzo_Roero_Diodata-Novelle-1830.txt,"Nome diletto ai demoni Alice di Par... Non termina quel nome fantastico, che diviene forza ad Antonino il cessare subitamente dal canto. Si dividono gli uniti arazzi, una mano passa fra quelli, un piede largo e per anco solo s'inoltra sul primo quadrello; s'ode un respiro affrettato ed un passaggero fregamento di ruvido mantello.",no,no,no
De Marchi,,,De_Marchi_Emilio-Arabella-1893.txt,"La zia Colomba, che stava in sentinella, scese un pezzo di scala, abbracciò la signora e le sussurrò prima di entrare: ""Nunziadina non sa nulla. È un po' malata e l'ho persuasa a rimanere a letto. In ogni caso le diremo che Ferruccio ha dovuto partire.""",no,yes,no
De Amicis,,,De_Amicis_Edmondo-Cuore-1886.txt,"E anch'io ho cambiato: son passato da soldato a rivenditor di legna. - E rideva. Il figliuolo gli domandò: - Se vi vedesse, vi riconoscerebbe? Egli si mise a ridere.  - Tu sei matto, - rispose. - Ci vorrebbe altro.",no,yes,no
Deledda_Grazia,Stella_d_oriente,1890.0,Deledda_Grazia-Stella_d_oriente-1890.txt,"Ma un fatto lo precipitò. Un distinto giovine di Napoli, il barone di R… innamoratosi perdutamente di Stella al punto di mettere sotto i piedi ogni pregiudizio di casta, perché nessuno ignorava l’origine della fanciulla, avevane chiesta la mano ai d’Oriente. Ne restarono contentissimi:",no,yes,no
Dasti,,,Dasti_Luigi-La_Capanna_Del_Vaccaro_Vol1-1846.txt,"Ergastolo, e ffno a notte avanzala lu-
multuarono con dolore, stupore e paura degli
abitantí più tranqui li. Alla fine contenti di questa
prima dimostrazione si sbandarono. Mecone, che
per la sua pinguedine e pel vino bevuto era sem-
pre rimasto alla coda della turba, e che in quel-
l'ora poleva appena più reggersi sulle gambe,
dette un addio a maestro Antonio, si mosse per
entrare in casa sua.",no,yes,no
Collodi_Carlo,Macchiette,1880.0,Collodi_Carlo-Macchiette-1880.txt,"Sofia — insistè la Volfanghi — io non voglio contraddirti, ma mi pare…
— Che cosa?.
— Mi pare che nei versi di Arturo si parli sempre di una donna dalle chiome nere come l’ala del corvo.
— Ebbene?
— Io ti ho conosciuta una volta che eri castagna scura.
— Tu sbagli, amica! Non è vero, colonnello?
— Mia moglie?… Mai castagna!
— Datevi pace, signora Sofia — disse sorridendo il dottor Leo — se fosse qui il professore Armandi vi proverebbe che la musa ispiratrice del marchese Arturo non siete voi… Sarebbe un’altra.
— E chi sarebbe quest’altra? — gridò la moglie del colonnello, quasi risentendosi di un’offesa.
— Il professore Armandi è inferocito come una tigre impagliata, e va raccontando a tutti che quei versi sono stati insidiosamente indirizzati a sua moglie.
— A chi? all’Ernesta? — ribattè la Sofia, dando in una gran risata. — In verità quell’asino di professore mi farebbe proprio ridere, se ne avessi voglia. Non dico che la sua moglie sia brutta, no!",no,yes,no
Cantoni,,,Cantoni_Alberto-L'Illustrissimo-1906.txt,"I due giovani non andavano punto d'accordo nelle massime e nel modo di pensare, è vero, ma erano giovani e si davano legalmente del tu. Le spagnolette crebbero presto di numero, e l'intero ed ultimo mese di lutto volse a buon fine senza che l'ombra del povero morto fosse mai evocata dal vivo; solamente Maria si faceva muta e mesta ogni qual tratto, e la sua mano carezzava lievemente il nero medaglione che le pendea dal collo. Un amore così muto, così placido, così gentile, era precisamente quel che ci voleva per Galeazzo, ed egli, a lasciarlo fare, sarebbe andato avanti così fino al giorno del giudizio; ma Donna Stella principiava a capire e, peggio ancora, principiava a spiegare; ma i comuni amici si pigliavano il gusto di sottolineare l'aspro nome del simpatico gentiluomo, e come due non bastassero, lo arricchivano spietatamente di una zeta di più.",no,yes,no
Negri_Ada,Le_Solitarie,1917.0,Negri_Ada-Le_Solitarie-1917.txt,"Ma nel cervello i sogni continuavano a vivere di vita mirabile. Non potevano, quelle quattro pareti cosí spoglie, esser per lei tappezzate di arazzi, sfolgoranti di candelabri d'argento e d'oro?
  Solo che lo volesse, che lo pensasse: ed ecco: le vedeva cosí.
  Nella dolcezza del crepuscolo, appoggiata al balconcino di ferro che dava sul giardino, Veronetta inseguiva con occhi allucinati le figurazioni create dalla fantasia: alberi e cespugli, fiori e colonne, pietre e finestre, tutto la fissava con occhi umani, le parlava con voci umane.",yes,yes,yes
Cantoni,,,Cantoni_Alberto-L'Illustrissimo-1906.txt,"* *  * Dopo la fuga di Galeazzo, Costantina aveva dovuto disperarsi più volte pel vivacissimo scambio di lettere corse (adagino) fra Milano e Coronaverde. Prima Maria, rassicurata da Galeazzo, aveva risposto a Nunziata che per la balia si fidava di lei senza mandare a vederla; poi la vecchia aveva invitato il suo Illustrissimo alle nozze della propria figliuola, e poi Maria, colla scusa di accompagnare la balia, aveva invitato la sposa a Milano col marito, la madre, la futura cognata e la giovane bifolca; e finalmente Nunziata aveva promesso di venire bensì, ma di volo, perchè i suoi bachi stavano già per mutare la seconda volta. Se non che Piangi la lasciò ben bene predicare un pezzo, ma nel momento di partire, non ci fu verso di farlo rimovere. - Io ho da fare il viaggio di nozze?",no,yes,no
De Roberto,,,De_Roberto_Federico-L'Imperio-1929.txt,"Certi giorni, dovendo discutere e decidere l'atteggiamento di tutta la studentesca a proposito di qualche avvenimento o cerimonia, l'Università diveniva teatro di pugne clamorose: volavano le sedie, i vetri cadevano infranti, guardie e soldati accorrevano: al loro apparire, mentre i riformisti protestavano e i repubblicani fischiavano, Federico si cavava il cappello. Una volta, ad un rivoluzionario il quale diceva: ""Mi farei tagliare piuttosto la mano, che stringer quella di un Re!..."" egli rispose: ""Io mi onoro di stringerla ad un questurino, e non ad un sovversivo"". Allora l'altro gli diede del ""birro dilettante"" e dell'""aspirante spia"": trattenuto dai circostanti, non potendo castigare immediatamente l'offensore, lo sfidò a duello.",no,yes,no
Collodi_Carlo,Macchiette,1880.0,Collodi_Carlo-Macchiette-1880.txt,"Oh lasciatemelo dire! L’uomo è molto migliore della sua reputazione! Tolto di mezzo il pensiero della cambiale, restava nel cuore di Mario un’altra spina e anche più acuta: la passeggiata misteriosa nel viale della Casina Verde…
— Voglio parlare con Matilde — disse fra sè e sè; — voglio interrogarla, scrutarla, notarne le parole, gli atti, i movimenti degli occhi e della fisonomia… Se la moglie è in peccato, un marito svelto se ne deve accorgere…
Detto fatto, si avviò verso le stanze della Contessa…
— La signora è sola? — domandò alla cameriera prima d’entrare.
— Nossignore.
— Chi c’è?
— Il capitano Torralba.",yes,yes,yes
Negri_Ada,Le_Solitarie,1917.0,Negri_Ada-Le_Solitarie-1917.txt,"Gliela mostra, gliela fa decifrare. Al Comando? Sí, deve presentarsi nella stessa giornata, al Comando militare, per una notizia d'urgenza.
  — Io? ma come?",yes,yes,yes
Campiglio,,,Campiglio_Giovanni-Uberto_Visconti-1831.txt,"mi disse l'oste; crede ella che non vi sia la Giustizia in Genova per obbligar a pagare un cattivo debitore?  -  Io credo ci sia, gli risposi io; ma credo altresì che se io non sono morto di paura questa notte, tanti folletti sono venuti a prender possesso della mia camera, per quella paura stanimi bene di essere compensato, poichè tale affezione a' nervi sento che me ne venne, che certo per molto tempo non potrò lavorare; e se voi bestialmente negherete compensarmi, io spargerò per tutta Genova il grido che la vostra locanda si è tramutata in un albergo di spiriti.  -  Il povero uomo restò stupefatto ; ma quindi , malizioso e sospettoso come sono quasi tutti i locandieri, mi disse: Il vostro pretesto non vi varrà; voi volete ciurmarmi.  -  No sull'onor mio, gli risposi io, e se non mi credete, Antonio, vi farò toccare con mano la verità: questa notte venite meco nella mia camera e gli spiriti fra di loro voi udrete favellare.  -  L'oste allora, timoroso che ben vi fosse ne' detti miei verità, venne verso mezza notte meco nella mia camera, e spenti i lumi, di lì a qualche tempo io cominciai a far parlare come due folletti, quindi a farne intervenire un terzo, e stringendo la mano dell'oste che era meco, sentiva che al povero uomo tremava tutta la persona, e quindi pian piano meco conducendolo, e continuando a far dire qualche parola ai supposti spiriti, con lui venni fuori della camera e gli dissi : Udiste ora?  -  Il povero uomo gridò:  -  Io sono assassinato; che si fa ora, che si fa?  -  Ed io gli dissi: Se voi acconsentite di accordarmi il compenso che io vi chiesi per la sofferta paura, io vi dirò un buon rimedio che vi sgombri la camera e l'albergo da questa porcheria; e tacerò con ogni persona vivente l'accaduto. L'oste disse, che il doppio di quanto bramava dato mi avrebbe; ed io, promettendogli sulla mia fede di non dir nulla, avuto da lui il mio conto saldato, gli dissi, voi, messere, vi dovete comperare un bel corno, e porlo in qualche parte del vostro albergo che gli spiriti vorrebbero occupare ; tanto basterà per spaventarli e metterli in fuga: questo ho veduto con buon successo usare comunemente in Sicilia; e questo ed il mio silenzio salverai! la riputazione della vostra locanda.",no,yes,no
